1607299200000,19383.97000000,19438.00000000,17572.78000000,19168.28000000,11451.52931600,1607903999999,212132119.55913195,141134,4881.81988600,90573789.06785980,0
1607904000000,19164.53000000,24303.03000000,18996.91000000,23478.00000000,14030.64827600,1608508799999,306073098.06040645,183762,6447.61496100,141365332.28458188,0
1608508800000,23476.81000000,28383.13000000,21860.00000000,26239.90000000,15228.73285600,1609113599999,369780807.75716539,206030,7814.60620400,189733590.05165534,0
1609113600000,26232.24000000,34851.30000000,25550.00000000,33033.26000000,18619.57794100,1609718399999,554840432.89459541,263762,8992.95262800,270214232.58270704,0
1609718400000,33040.00000000,42037.99000000,28000.00000000,38156.40000000,25279.73005200,1610323199999,920345236.44076853,440182,12899.25080500,471145489.72016737,0
1610323200000,38150.92000000,40100.00000000,30239.51000000,35818.76000000,31174.56522400,1610927999999,1110759430.45920729,488369,14713.28572700,524581425.10808755,0
1610928000000,35801.66000000,37967.29000000,28800.00000000,32302.42000000,26850.83804200,1611532799999,902374321.60875003,412176,12725.97254800,428216520.40142814,0
1611532800000,32296.36000000,38639.19000000,29240.00000000,33130.26000000,27955.00766600,1612137599999,928633014.56430393,418697,14584.47752400,485102758.64774653,0
1612137600000,33120.51000000,41000.00000000,32324.02000000,38866.41000000,20156.85007200,1612742399999,744647792.45561725,368584,10771.86032000,397599019.46322691,0
1612742400000,38860.36000000,49735.42000000,37000.00000000,48629.31000000,21655.28841700,1613347199999,996759102.57354605,419946,11871.86339700,546661794.83399354,0
1613347200000,48626.59000000,58367.75000000,45777.81000000,57484.39000000,16957.52358000,1613951999999,883755230.38988376,384088,9296.60419400,484785653.40396081,0
1613952000000,57463.71000000,57561.55000000,43000.00000000,45215.21000000,28103.35766900,1614556799999,1380939171.91590144,556894,13597.58342200,667604971.89061127,0
1614556800000,45243.69000000,52667.39000000,45031.37000000,50979.57000000,14619.26368700,1615161599999,714558386.54588506,279910,7193.91417300,351641658.21431887,0
1615161600000,50980.49000000,61800.00000000,49318.79000000,59011.65000000,14210.53974500,1615766399999,794777843.43627669,305816,6781.14301900,379678443.28180223,0
1615766400000,59000.00000000,61720.00000000,53275.00000000,57367.35000000,14137.26279900,1616371199999,808608100.16375765,340954,6509.22049300,372303658.44185635,0
1616371200000,57353.03000000,58418.30000000,50363.16000000,55767.60000000,14916.77423900,1616975999999,810091324.64994772,434288,6839.80791100,371432191.69028685,0
